sample	LONDD	LATDD	ELEV
S1885	-107.08	38.83	3150
S1886	-107.08	38.83	3150
S1887	-107.08	38.83	3160
S1888	-107.08	38.83	3160
S1889	-107.08	38.83	3170
S1890	-107.08	38.83	3250
S1891	-107.08	38.83	3250
S1892	-107.08	38.83	3280
S1893	-107.08	38.83	3290
S1894	-107.08	38.83	3290
S1895	-107.08	38.83	3290
S1896	-107.08	38.83	3320
S1897	-107.08	38.83	3350
S1898	-107.08	38.83	3350
S1899	-107.08	38.83	3670
S1900	-107.08	38.83	3750
S1901	-107.08	38.83	3780
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
