"sample"	"gdd0"	"gdd5"	"chill"	"mtco"	"mtwa"	"mipt"	"aaetpt"	"apetpt"	"miptev"	"aaetptev"	"apetptev"	"miptdc"	"aaetptdc"	"apetptdc"	"totsnopt"	"annp"	"pjanpann"	"pjulpann"	"Jan_Tmp"	"Feb_Tmp"	"Mar_Tmp"	"Apr_Tmp"	"May_Tmp"	"Jun_Tmp"	"Jul_Tmp"	"Aug_Tmp"	"Sep_Tmp"	"Oct_Tmp"	"Nov_Tmp"	"Dec_Tmp"	"TMax"	"TMin"	"Jan_PPT"	"Feb_PPT"	"Mar_PPT"	"Apr_PPT"	"May_PPT"	"Jun_PPT"	"Jul_PPT"	"Aug_PPT"	"Sep_PPT"	"Oct_PPT"	"Nov_PPT"	"Dec_PPT"	"Jan_sun"	"Feb_sun"	"Mar_sun"	"Apr_sun"	"May_sun"	"Jun_sun"	"Jul_sun"	"Aug_sun"	"Sep_sun"	"Oct_sun"	"Nov_sun"	"Dec_sun"	"Need11"	"Broad11"	"Decid11"	"Ever11"	"TotWoody11"	"Open11"	"NeedStd"	"BroadStd"	"DecidStd"	"EverStd"
"S299"	2930	1749	165	-2	20.2	0.3365	327.9856	974.7941	0.3365	327.9856	974.7941	0.2345	180.1907	768.4331	114.6236	328	0.0976	0.0579	-2	-0.2	1.4	4.8	10.1	15.5	20.2	19.1	14.3	8.8	2.1	-1.7	38.3	-36.6	32	30	37	33	33	24	19	20	19	22	28	31	67.6	68.9	72	74.6	76.5	81	83.7	82.2	83.6	79.3	65.6	65	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S300"	2904.5	1729.5	166	-2.1	20.1	0.3416	331.9049	971.6936	0.3416	331.9049	971.6936	0.2494	190.7156	764.6359	117.4629	332	0.0994	0.0572	-2.1	-0.3	1.3	4.7	10	15.4	20.1	19	14.2	8.7	2.1	-1.7	38.2	-36.7	33	30	37	33	33	24	19	21	20	22	29	31	67.7	68.9	72	74.5	76.4	80.9	83.6	82.1	83.5	79.2	65.6	65	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S301"	2904.5	1729.5	166	-2.1	20.1	0.3416	331.9049	971.6936	0.3416	331.9049	971.6936	0.2494	190.7156	764.6359	117.4629	332	0.0994	0.0572	-2.1	-0.3	1.3	4.7	10	15.4	20.1	19	14.2	8.7	2.1	-1.7	38.2	-36.7	33	30	37	33	33	24	19	21	20	22	29	31	67.7	68.9	72	74.5	76.4	80.9	83.6	82.1	83.5	79.2	65.6	65	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S302"	2863.9	1702.3	167	-2.2	20	0.3473	335.766	966.8174	0.3473	335.766	966.8174	0.257	194.8141	758.1603	122.8926	336	0.0982	0.0595	-2.2	-0.4	1.1	4.5	9.8	15.2	20	18.9	14.1	8.6	2	-1.8	38	-36.9	33	31	38	33	33	24	20	21	20	22	29	32	67.7	69	72	74.4	76.2	80.7	83.4	81.9	83.4	79.1	65.6	65.1	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S303"	2820.2	1670.3	169	-2.3	19.8	0.3555	341.9547	961.8807	0.3555	341.9547	961.8807	0.2707	203.0875	750.2309	128.4186	342	0.0994	0.0585	-2.3	-0.6	1	4.4	9.7	15.1	19.8	18.7	13.9	8.4	1.8	-1.9	37.9	-37.2	34	31	38	34	34	25	20	21	20	22	30	33	67.8	69	71.9	74.3	76.1	80.6	83.2	81.7	83.2	79	65.5	65.1	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S304"	2780.6	1643.5	170	-2.4	19.7	0.3655	349.8985	957.2572	0.3655	349.8985	957.2572	0.2884	214.5692	744.0271	135.141	350	0.1	0.06	-2.4	-0.7	0.8	4.2	9.5	14.9	19.7	18.6	13.8	8.3	1.7	-2	37.7	-37.4	35	32	39	35	34	25	21	22	20	23	30	34	67.9	69	71.9	74.2	75.9	80.4	83.1	81.6	83.1	78.9	65.5	65.2	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S305"	2732.3	1607.8	172	-2.5	19.5	0.373	354.8867	951.444	0.373	354.8867	951.444	0.3002	220.7328	735.3145	140.4348	355	0.1014	0.0592	-2.5	-0.8	0.6	4	9.3	14.7	19.5	18.4	13.6	8.2	1.6	-2.1	37.6	-37.6	36	32	40	35	34	26	21	22	21	23	31	34	68	69	71.8	74.1	75.7	80.2	82.9	81.4	82.9	78.8	65.5	65.2	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S306"	2710.9	1591.7	173	-2.5	19.4	0.3771	357.8331	949.0281	0.3771	357.8331	949.0281	0.3017	220.3938	730.554	143.856	358	0.1006	0.0587	-2.5	-0.9	0.6	3.9	9.2	14.6	19.4	NA	13.6	8.1	1.5	-2.2	37.5	-37.8	36	33	40	35	35	26	21	22	21	23	31	35	68.1	69	71.8	74.1	75.7	80.1	82.8	81.3	82.9	78.8	65.5	65.3	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S307"	2689.9	1575.9	175	-2.6	19.3	0.3833	362.7357	946.2402	0.3833	362.7357	946.2402	0.3096	224.1778	724.1982	145.5027	363	0.0992	0.0579	-2.6	-1	0.5	3.8	9.1	14.5	19.3	18.3	13.5	8	1.5	-2.2	37.4	-37.9	36	33	41	36	35	26	21	23	21	24	32	35	68.1	69	71.8	74	75.6	80	82.7	81.2	82.8	78.7	65.5	65.3	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S308"	2666.4	1559.5	175	-2.7	19.2	0.3853	363.4523	943.3659	0.3853	363.4523	943.3659	0.3156	227.9572	722.2176	150.7772	366	0.1011	0.0601	-2.7	-1.1	0.4	3.7	9	14.4	19.2	18.2	13.4	8	1.4	-2.3	37.3	-38	37	33	41	36	35	26	22	23	21	24	32	36	68.2	69	71.7	74	75.5	80	82.6	81.1	82.7	78.7	65.5	65.4	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S309"	2643.3	1543.6	176	-2.7	19.2	0.3803	357.6666	940.5129	0.3803	357.6666	940.5129	0.3106	222.7893	717.2849	153.9773	367	0.1008	0.0599	-2.7	-1.2	0.3	3.6	8.9	14.3	19.2	18.1	13.3	7.9	1.3	-2.4	37.2	-38.2	37	34	41	36	35	26	22	23	21	24	32	36	68.2	69.1	71.7	73.9	75.4	79.9	82.5	81	82.6	78.6	65.5	65.4	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S310"	2558	1478.6	180	-2.9	18.8	0.337	313.2625	929.55	0.337	313.2625	929.55	0.2718	190.3673	700.3925	168.264	384	0.1016	0.0599	-2.9	-1.5	-0.1	3.3	8.5	14	18.8	17.7	13	7.6	1.1	-2.6	36.9	-38.7	39	35	43	38	36	27	23	24	22	25	34	38	68.4	69.1	71.6	73.7	75	79.5	82.1	80.6	82.3	78.4	65.4	65.5	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S311"	2454.6	1401.7	183	-3.2	18.4	0.3679	337.1013	916.3317	0.3679	337.1013	916.3317	0.3208	219.2333	683.3479	184.6164	401	0.1022	0.0599	-3.2	-1.8	-0.5	2.8	8.1	13.5	18.4	NA	12.6	7.2	0.8	-2.8	36.4	-39.3	41	37	45	39	38	28	24	25	23	26	35	40	68.7	69.2	71.4	73.5	74.6	79	81.6	80.1	81.9	78.2	65.4	65.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S312"	2357.5	1329.6	188	-3.5	18	0.3956	357.2915	903.2426	0.3956	357.2915	903.2426	0.3663	242.5428	662.2008	203.7721	420	0.1048	0.0595	-3.5	-2.2	-0.9	2.4	7.6	13.1	18	16.9	12.2	6.9	0.4	-3.1	36	-40	44	39	47	41	39	29	25	26	23	27	37	43	68.9	69.2	71.3	73.2	74.1	78.6	81.1	79.7	81.5	77.9	65.3	65.9	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S313"	2255.2	1253.1	192	-3.8	17.5	0.4263	379.157	889.446	0.4263	379.157	889.446	0.4003	257.0534	642.0892	221.9964	439	0.1048	0.0592	-3.8	-2.6	-1.4	1.9	7.2	12.6	17.5	16.5	11.8	6.5	0.1	-3.4	35.6	-40.6	46	41	50	42	40	31	26	27	24	28	39	45	69.2	69.3	71.2	73	73.7	78.1	80.7	79.2	81.1	77.7	65.3	66.1	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S314"	2165	1184.6	196	-4	17.1	0.3907	342.5486	876.8452	0.3909	342.4798	876.14	0.3596	224.3968	624.0604	239.806	459	0.1046	0.0588	-4	-2.9	-1.8	1.5	6.7	12.2	17.1	16.1	11.4	6.2	-0.2	-3.6	35.2	-41.3	48	43	52	44	42	32	27	28	25	29	41	48	69.4	69.3	71	72.7	73.3	77.7	80.2	78.7	80.7	77.4	65.2	66.2	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S315"	2071.3	1115.7	201	-4.3	16.7	0.4635	400.2187	863.407	0.4724	397.8076	842.1642	0.4623	278.6016	602.6874	258.8797	479	0.1065	0.0585	-4.3	-3.3	-2.2	1	6.2	11.7	16.7	15.7	11.1	5.8	-0.5	-3.9	34.8	-41.9	51	45	54	46	43	33	28	30	26	30	43	50	69.6	69.4	70.9	72.5	72.8	77.2	79.7	78.3	80.3	77.1	65.2	66.4	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S316"	1988.1	1052.7	205	-4.6	16.3	0.4325	368.0067	850.8939	0.4481	366.1107	816.9403	0.434	253.2586	583.6124	277.6237	498	0.1064	0.0582	-4.6	-3.7	-2.7	0.6	5.8	11.3	16.3	15.3	10.7	5.5	-0.8	-4.1	34.3	-42.5	53	47	57	47	44	34	29	31	27	31	45	53	69.9	69.4	70.8	72.3	72.4	76.8	79.2	77.8	79.9	76.9	65.1	66.6	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S317"	3493.4	2173.7	137	-2.5	22.2	0.2519	235.9121	936.6818	0.2519	235.9121	936.6818	0.1746	144.5105	827.4792	73.9444	236	0.1314	0.0254	-2.5	1	4.2	8.2	13	17.9	22.2	21	15.3	9.4	2.9	-1.8	42.1	-36.1	31	21	22	20	26	26	6	8	10	13	28	25	42.8	54.3	64.9	69	72.3	75.8	84.6	81.9	80.3	70.8	44.5	42	0	0.02	0.02	0	0.02	99.98	0	0.49	0.49	0
"S318"	2625.7	1507.8	173	-4.7	18.9	0.3245	286.6052	883.2621	0.3315	286.5888	864.5736	0.251	176.7957	704.456	145.6638	350	0.1	0.0371	-4.7	-1.7	1	4.7	9.6	14.2	18.9	17.8	12.6	6.9	0.7	NA	38.9	-35	35	30	35	32	37	33	13	17	21	23	36	38	54.5	60.1	65.8	68.2	71.7	76.6	82.4	80.1	80.4	73.5	52.7	51.9	0	0	0	0	0	100	0	0	0	0
"S319"	2599.8	1488.8	175	-4.7	18.8	0.3325	292.7424	880.4873	0.3397	292.7316	861.7864	0.264	184.3808	698.3158	147.3391	352	0.0994	0.0398	-4.7	-1.8	0.9	4.6	9.5	14.1	18.8	17.7	12.5	6.8	0.6	-4.1	38.8	-35.1	35	30	35	33	37	33	14	17	21	23	36	38	54.6	60.1	65.8	68.2	71.6	76.5	82.3	80	80.4	73.4	52.7	52	0	0	0	0	0	100	0	0	0	0
"S320"	2591.6	1482.6	175	-4.8	18.8	0.3805	334.5397	879.2653	0.3883	333.7536	859.5921	0.3243	226.1792	697.4996	149.6244	355	0.0986	0.0394	-4.8	-1.9	0.9	4.6	9.5	14.1	18.8	17.6	12.4	6.8	0.5	-4.2	38.7	-35.2	35	30	36	33	37	33	14	17	21	24	36	39	54.6	60.1	65.8	68.1	71.5	76.4	82.3	80	80.3	73.4	52.7	52	0	0	0	0	0	100	0	0	0	0
"S321"	2571	1466.8	176	-4.8	18.7	0.3343	293.2524	877.1333	0.342	293.2366	857.4443	0.2667	184.8593	693.0828	153.2194	359	0.1003	0.039	-4.8	-1.9	0.8	4.5	9.4	14	18.7	17.5	12.4	6.7	0.5	-4.2	38.7	-35.3	36	31	36	33	37	33	14	18	21	24	37	39	54.7	60.2	65.7	68.1	71.5	76.4	82.2	79.9	80.2	73.4	52.8	52.1	0	0	0	0	0	100	0	0	0	0
"S322"	2553.4	1453.3	176	-4.8	18.6	0.3865	338.2815	875.2336	0.3945	337.4866	855.5446	0.33	228.2399	691.5363	154.1338	359	0.1003	0.039	-4.8	-1.9	0.7	4.4	9.3	13.9	18.6	17.5	12.3	6.7	0.5	-4.2	38.6	-35.4	36	31	36	33	37	33	14	18	21	24	37	39	54.7	60.2	65.7	68.1	71.5	76.4	82.1	79.8	80.2	73.4	52.8	52.1	0	0	0	0	0	100	0	0	0	0
"S323"	2531	1437.6	178	-4.9	18.5	0.3435	299.7044	872.5701	0.3515	299.5972	852.358	0.2769	189.8326	685.658	156.9106	363	0.0992	0.0386	-4.9	-2	0.6	4.3	9.2	13.8	18.5	17.4	12.3	6.6	0.4	-4.3	38.5	-35.5	36	31	36	34	38	34	14	18	21	24	37	40	54.8	60.2	65.7	68	71.4	76.3	82.1	79.7	80.1	73.4	52.8	52.1	0	0	0	0	0	100	0	0	0	0
"S324"	2523.1	1431.4	178	-4.9	18.5	0.3968	345.7859	871.4948	0.4056	344.8766	850.1923	0.3434	235.1841	684.8005	160.7812	368	0.1005	0.038	-4.9	-2.1	0.6	4.3	9.2	13.8	18.5	17.3	12.2	6.6	0.3	-4.3	38.5	-35.6	37	32	37	34	38	34	14	18	22	24	38	40	54.8	60.2	65.7	68	71.3	76.2	82	79.7	80.1	73.3	52.8	52.2	0	0	0	0	0	100	0	0	0	0
"S325"	2508.7	1421.1	179	-5	18.4	0.3411	296.6677	869.6242	0.3484	295.6093	848.4225	0.2771	188.664	680.7767	161.767	368	0.1005	0.038	-5	-2.1	0.5	4.2	9.1	13.7	18.4	17.3	12.2	6.6	0.3	-4.4	38.4	-35.6	37	32	37	34	38	34	14	18	22	24	38	40	54.8	60.2	65.7	68	71.3	76.2	81.9	79.6	80	73.3	52.8	52.2	0	0	0	0	0	100	0	0	0	0
"S326"	2493.4	1406.6	179	-5	18.3	0.3448	299.2699	867.9747	0.3524	298.1696	846.1355	0.2817	191.3484	679.2523	163.0317	371	0.0997	0.0404	-5	-2.2	0.5	4.2	9.1	13.6	18.3	17.2	12.1	6.5	0.3	-4.4	38.4	-35.7	37	32	37	34	38	34	15	18	22	25	38	41	54.9	60.3	65.7	68	71.2	76.1	81.9	79.6	80	73.3	52.8	52.2	0	0	0	0	0	100	0	0	0	0
"S327"	2483.7	1402.5	179	-5	18.3	0.3534	306.3502	866.7659	0.3616	305.5314	844.9268	0.296	200.8183	678.5455	166.087	374	0.1016	0.0401	-5	-2.2	0.4	4.1	9	13.6	18.3	17.2	12.1	6.5	0.2	-4.4	38.3	-35.8	38	32	38	34	38	34	15	19	22	25	38	41	54.9	60.3	65.7	67.9	71.2	76.1	81.8	79.5	79.9	73.3	52.8	52.2	0	0	0	0	0	100	0	0	0	0
"S328"	2460.3	1384.1	181	-5.1	18.2	0.3601	311.2053	864.1937	0.3689	310.3401	841.3424	0.304	204.4954	672.5807	168.4848	378	0.1005	0.0397	-5.1	-2.3	0.3	4	8.9	13.5	18.2	17.1	12	6.4	0.2	-4.5	38.3	-35.8	38	33	38	35	39	35	15	19	22	25	38	41	55	60.3	65.7	67.9	71.1	76	81.8	79.5	79.9	73.3	52.8	52.3	0	0	0	0	0	100	0	0	0	0
"S329"	3789.8	2385.3	121	-1.6	22.7	0.2453	237.8049	969.329	0.2453	237.8049	969.329	0.1835	160.9746	877.1682	48.6486	238	0.0966	0.0504	-1.6	2	5.4	9.2	13.6	18.5	22.7	21.8	16.5	10.7	4.3	-0.8	43.4	-31.5	23	16	21	22	31	26	12	14	13	16	22	22	41.8	53.4	63.7	67.7	71.5	77.5	85.7	83.1	81.6	72.1	45.4	40.6	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S330"	3500.5	2163.2	134	-2.3	21.7	0.2812	264.8409	941.9831	0.2812	264.8409	941.9831	0.2129	177.2381	832.6801	63.4315	265	0.0943	0.0528	-2.3	1	4.3	8.3	12.7	17.5	21.7	20.8	15.6	9.9	3.5	-1.5	42.3	-32.8	25	19	24	24	34	28	14	16	15	18	24	24	42.9	54.1	63.8	67.3	70.6	76.6	84.5	82	80.7	71.7	45.8	41.4	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S331"	2964.9	1759.5	155	-3.8	19.8	0.3637	322.7615	887.4586	0.3637	322.7615	887.4586	0.3019	226.2742	749.5554	100.6188	323	0.0929	0.0619	-3.8	-0.9	2.2	6.4	10.8	15.5	19.8	18.9	13.9	8.4	1.9	-3	40.3	-35.2	30	23	29	28	39	33	20	22	20	22	28	29	45.1	55.3	63.9	66.5	68.9	74.8	82.1	79.9	78.7	71	46.8	42.9	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S332"	2964.9	1759.5	155	-3.8	19.8	0.3637	322.7615	887.4586	0.3637	322.7615	887.4586	0.3019	226.2742	749.5554	100.6188	323	0.0929	0.0619	-3.8	-0.9	2.2	6.4	10.8	15.5	19.8	18.9	13.9	8.4	1.9	-3	40.3	-35.2	30	23	29	28	39	33	20	22	20	22	28	29	45.1	55.3	63.9	66.5	68.9	74.8	82.1	79.9	78.7	71	46.8	42.9	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S333"	2873.3	1691.7	159	-4	19.4	0.3779	331.7488	877.8694	0.3781	331.7459	877.3927	0.3173	232.8075	733.6521	108.8836	332	0.0934	0.0633	-4	-1.2	1.8	6	10.5	15.2	19.4	18.6	13.6	8.1	1.6	NA	39.9	-35.6	31	24	30	28	40	34	21	23	20	22	29	30	45.5	55.6	64	66.3	68.5	74.5	81.7	79.5	78.4	70.8	47	43.2	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S334"	2709.1	1567.1	167	-4.5	18.8	0.4086	351.3698	859.9387	0.4139	351.3208	848.8263	0.3578	251.8434	703.8128	123.0399	352	0.0938	0.0653	-4.5	-1.9	1.1	5.4	9.9	14.5	18.8	17.9	13	7.6	1.1	-3.7	39.3	-36.4	33	25	31	30	42	36	23	25	22	23	30	32	46.2	56	64	66	68	73.9	80.9	78.8	77.8	70.6	47.3	43.7	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S335"	2709.1	1567.1	167	-4.5	18.8	0.4086	351.3698	859.9387	0.4139	351.3208	848.8263	0.3578	251.8434	703.8128	123.0399	352	0.0938	0.0653	-4.5	-1.9	1.1	5.4	9.9	14.5	18.8	17.9	13	7.6	1.1	-3.7	39.3	-36.4	33	25	31	30	42	36	23	25	22	23	30	32	46.2	56	64	66	68	73.9	80.9	78.8	77.8	70.6	47.3	43.7	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S336"	2610.5	1491.1	171	-4.8	18.3	0.4086	346.7517	848.5992	0.416	345.7922	831.2237	0.3569	244.849	686.069	132.7001	365	0.0932	0.0658	-4.8	-2.3	0.7	5	9.5	14.1	18.3	17.5	12.7	7.3	0.8	-4	38.8	-36.9	34	26	33	31	43	37	24	26	23	24	31	33	46.7	56.3	64	65.9	67.6	73.5	80.4	78.3	77.4	70.4	47.5	44	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S337"	2441.3	1362.2	177	-5.3	17.6	0.4488	372.0396	828.9046	0.458	369.4705	806.6533	0.4109	270.4728	658.2349	150.2612	388	0.0928	0.0696	-5.3	-3	-0.1	4.3	8.8	13.4	17.6	16.8	12	6.8	0.2	-4.6	38.1	-37.8	36	28	35	32	45	39	27	28	25	26	32	35	47.5	56.7	64.1	65.6	66.9	72.9	79.6	77.5	76.7	70.2	47.8	44.6	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S338"	2379.2	1314.8	180	-5.5	17.3	0.4638	380.924	821.3102	0.4746	378.0407	796.5079	0.4317	278.878	645.9368	157.5421	398	0.093	0.0704	-5.5	-3.2	-0.4	4	8.6	13.1	17.3	16.5	11.8	6.6	0	-4.8	37.8	-38.1	37	29	35	33	46	40	28	29	26	26	33	36	47.8	56.9	64.1	65.5	66.7	72.6	79.2	77.2	76.4	70.1	47.9	44.8	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S339"	2284.9	1242	185	-5.8	16.9	0.4838	391.844	809.8977	0.497	388.6039	781.8586	0.4583	287.2363	626.7196	168.0079	412	0.0922	0.0704	-5.8	-3.6	-0.8	3.6	8.2	12.7	16.9	16.1	11.4	6.2	-0.3	-5.1	37.4	-38.7	38	30	37	34	47	41	29	31	27	27	34	37	48.3	57.2	64.1	65.3	66.3	72.2	78.7	76.7	76	69.9	48.1	45.2	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S340"	2257.3	1221.1	186	-5.9	16.8	0.4935	397.9492	806.3101	0.5082	394.4661	776.2428	0.4699	292.0733	621.5382	171.583	417	0.0935	0.0719	-5.9	-3.8	-1	3.5	8	12.6	16.8	16	11.3	6.1	-0.4	-5.2	37.2	-38.8	39	31	37	34	47	41	30	31	27	28	34	38	48.4	57.3	64.1	65.2	66.2	72.1	78.5	76.6	75.9	69.9	48.2	45.3	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S341"	2196.3	1175.8	189	-6.1	16.5	0.5068	404.7205	798.6509	0.5246	401.293	764.9329	0.491	299.1523	609.2904	177.3074	425	0.0941	0.0729	-6.1	-4.1	-1.3	3.2	7.8	12.3	16.5	15.7	11.1	5.9	-0.7	-5.4	36.9	-39.2	40	31	38	35	48	42	31	32	28	28	34	38	48.7	57.5	64.1	65.1	65.9	71.9	78.2	76.3	75.6	69.7	48.3	45.5	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S342"	1957.8	993.6	200	-7	15.3	0.5039	386.7994	767.569	0.5304	383.2167	722.4639	0.4981	279.8245	561.8188	209.6555	468	0.0919	0.0748	-7	-5.1	-2.5	2.1	6.7	11.2	15.3	14.6	10.1	5.1	-1.6	-6.2	35.7	-40.6	43	35	41	38	52	46	35	37	31	31	37	42	50	58.2	64.2	64.6	64.9	70.8	76.8	75	74.5	69.3	48.9	46.4	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S343"	1871.1	928.6	205	-7.3	14.9	0.4815	363.9616	755.9509	0.5138	361.8188	704.1674	0.4762	258.3407	542.5237	222.4201	484	0.093	0.0764	-7.3	-5.6	-3	1.7	6.3	10.8	14.9	14.2	9.7	4.7	-1.9	-6.6	35.3	-41.1	45	36	43	39	53	47	37	38	33	32	38	43	50.5	58.5	64.2	64.4	64.5	70.5	76.3	74.6	74.1	69.2	49.1	46.7	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S344"	1846.4	909.6	206	-7.4	14.8	0.4867	366.2024	752.493	0.5223	365.5556	699.8478	0.4896	263.638	538.4417	224.8261	486	0.0926	0.0761	-7.4	-5.7	-3.1	1.6	6.2	10.6	14.8	14.1	9.6	4.6	-2	-6.7	35.2	-41.3	45	36	43	39	53	47	37	39	33	32	38	44	50.6	58.6	64.2	64.4	64.4	70.3	76.1	74.4	73.9	69.1	49.2	46.8	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S345"	1846.4	909.6	206	-7.4	14.8	0.4867	366.2024	752.493	0.5223	365.5556	699.8478	0.4896	263.638	538.4417	224.8261	486	0.0926	0.0761	-7.4	-5.7	-3.1	1.6	6.2	10.6	14.8	14.1	9.6	4.6	-2	-6.7	35.2	-41.3	45	36	43	39	53	47	37	39	33	32	38	44	50.6	58.6	64.2	64.4	64.4	70.3	76.1	74.4	73.9	69.1	49.2	46.8	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S346"	1625.5	745.3	219	-8.2	13.6	0.5582	403.1814	722.2861	0.6101	399.6648	655.0621	0.5923	288.7551	487.5537	259.9163	531	0.0923	0.0791	-8.2	-6.8	-4.3	0.5	5.1	9.5	13.6	13	8.6	3.8	-2.9	-7.5	34	-42.6	49	40	47	42	57	51	42	43	37	35	41	47	51.9	59.3	64.3	63.9	63.3	69.3	74.8	73.2	72.8	68.7	49.7	47.7	3.71	2.25	2.25	3.71	5.96	94.04	8.65	5.19	5.19	8.65
"S347"	2737.2	1626.1	167	-7	19.3	0.3328	278.3718	836.4644	0.3439	278.2338	809.0948	0.2987	208.6868	698.5433	98.8555	278	0.0827	0.0647	-7	-3.8	0.5	5.7	10.6	15.3	19.3	18.2	12.9	7.1	0.1	-5.9	39.2	-37.4	23	20	22	24	33	32	18	18	21	19	24	24	43.3	54.1	63	64.5	65.5	71.5	80.8	78.4	75.9	68.4	44.1	40.7	0	0.04	0.04	0	0.04	99.96	0	0.76	0.76	0
"S348"	2728	1618.1	168	-7	19.3	0.3341	279.1299	835.5232	0.3453	278.8359	807.4639	0.2976	206.9703	695.4143	99.0407	279	0.0824	0.0645	-7	-3.9	0.5	5.6	10.5	15.2	19.3	18.2	12.9	7.1	0.1	-5.9	39.2	-37.5	23	20	22	25	33	32	18	18	21	19	24	24	43.4	54.2	63	64.5	65.5	71.5	80.8	78.4	75.9	68.4	44.1	40.7	0	0.04	0.04	0	0.04	99.96	0	0.76	0.76	0
"S349"	2718.8	1609.6	169	-7	19.2	0.3358	280.1472	834.296	0.3472	279.836	805.8975	0.2992	207.3901	693.1074	99.1147	280	0.0821	0.0643	-7	-3.9	0.5	5.6	10.5	15.2	19.2	18.2	12.8	7	0.1	-6	39.1	-37.6	23	20	22	25	33	33	18	18	21	19	24	24	43.4	54.2	63	64.5	65.4	71.4	80.7	78.3	75.8	68.3	44.2	40.7	0	0.04	0.04	0	0.04	99.96	0	0.76	0.76	0
"S350"	3071.6	1890.3	155	-5.4	20.8	0.3958	355.0201	896.9368	0.3997	350.4059	876.7173	0.3486	266.5492	764.5507	128.108	377	0.0902	0.0531	-5.4	-2.6	1.8	6.7	11.7	16.4	20.8	19.7	14.4	8.4	1.6	-4.3	40.3	-32.4	34	30	34	35	42	37	20	22	27	29	33	34	43.2	54.4	63.9	66.1	68.6	75.5	82.7	80.9	78.9	70.9	46.4	40.7	2.66	1.44	1.44	2.66	4.1	95.9	6.63	3.66	3.66	6.63
"S351"	3007.1	1840.1	158	-5.6	20.5	0.3944	350.9347	889.7189	0.3988	346.2011	868.0679	0.3461	260.6111	753.0126	133.3266	385	0.0909	0.0545	-5.6	-2.9	1.5	6.4	11.5	16.2	20.5	19.4	14.2	8.2	1.4	-4.5	40	-32.7	35	30	35	36	43	37	21	23	27	30	34	34	43.5	54.6	63.9	66	68.4	75.3	82.4	80.6	78.7	70.7	46.6	40.9	2.66	1.44	1.44	2.66	4.1	95.9	6.63	3.66	3.66	6.63
"S352"	2801.3	1677.6	166	-6.3	19.6	0.4519	391.2804	865.9182	0.4602	385.6419	838.0069	0.4151	298.1301	718.298	155.6638	414	0.0918	0.0556	-6.3	-3.7	0.6	5.6	10.7	15.4	19.6	18.6	13.4	7.5	0.7	-5.2	39.1	-33.9	38	33	38	38	45	39	23	25	30	32	36	37	44.7	55.2	64	65.7	67.7	74.5	81.2	79.6	77.7	70.3	47.1	41.8	2.66	1.44	1.44	2.66	4.1	95.9	6.63	3.66	3.66	6.63
