"sample"	"gdd0"	"gdd5"	"chill"	"mtco"	"mtwa"	"mipt"	"aaetpt"	"apetpt"	"miptev"	"aaetptev"	"apetptev"	"miptdc"	"aaetptdc"	"apetptdc"	"totsnopt"	"annp"	"pjanpann"	"pjulpann"	"Jan_Tmp"	"Feb_Tmp"	"Mar_Tmp"	"Apr_Tmp"	"May_Tmp"	"Jun_Tmp"	"Jul_Tmp"	"Aug_Tmp"	"Sep_Tmp"	"Oct_Tmp"	"Nov_Tmp"	"Dec_Tmp"	"TMax"	"TMin"	"Jan_PPT"	"Feb_PPT"	"Mar_PPT"	"Apr_PPT"	"May_PPT"	"Jun_PPT"	"Jul_PPT"	"Aug_PPT"	"Sep_PPT"	"Oct_PPT"	"Nov_PPT"	"Dec_PPT"	"Jan_sun"	"Feb_sun"	"Mar_sun"	"Apr_sun"	"May_sun"	"Jun_sun"	"Jul_sun"	"Aug_sun"	"Sep_sun"	"Oct_sun"	"Nov_sun"	"Dec_sun"	"Need11"	"Broad11"	"Decid11"	"Ever11"	"TotWoody11"	"Open11"	"NeedStd"	"BroadStd"	"DecidStd"	"EverStd"
"S1006"	2850.9	1714.2	163	-6.6	19.8	0.312	265.134	849.6752	0.3212	265.0958	825.335	0.2725	195.4651	717.2294	90.6823	265	0.083	0.0642	-6.6	-3.4	1.1	6.2	11	15.7	19.8	18.7	13.3	7.5	0.5	-5.5	39.8	-36.7	22	19	21	23	32	31	17	17	19	18	23	23	42.7	53.8	63	64.8	66	72	81.5	79	76.5	68.6	43.8	40.2	0	0.04	0.04	0	0.04	99.96	0	0.76	0.76	0
"S1007"	2792.1	1668.8	166	-6.8	19.5	0.3264	275.1399	843.0646	0.3363	274.8663	817.2326	0.2876	203.0815	706.1935	96.9281	275	0.0836	0.0655	-6.8	-3.6	0.8	5.9	10.8	15.5	19.5	18.5	13.1	7.3	0.3	-5.7	39.5	-37.1	23	20	22	24	32	32	18	17	20	19	24	24	43	54	63	64.6	65.8	71.8	81.2	78.7	76.2	68.5	44	40.4	0	0.04	0.04	0	0.04	99.96	0	0.76	0.76	0
"S1008"	2163	1165.6	192	-7.4	16.6	0.5646	397.7315	704.4836	0.5835	393.7272	674.7896	0.5725	315.916	551.8376	131.877	421	0.0689	0.0926	-7.4	-4.8	-1.7	3.2	8.1	12.8	16.6	15.8	10.2	5.2	-2	-6.9	34.2	-46.7	29	20	29	33	57	63	39	40	37	25	24	25	42	50.7	59.2	57.7	57.2	61.5	74.1	70.3	64.8	58.6	40	36.7	51.89	2.03	2.03	51.89	53.92	46.08	23.68	3.98	3.98	23.68
"S1009"	3635.9	2219.4	130	-0.1	21.5	0.0603	64.9929	1077.1486	0.0603	64.9929	1077.1486	0.0437	39.667	908.3019	11.2227	65	0.0923	0.0923	-0.1	2	4	7.8	12.8	18.1	21.5	20.3	16.6	10.9	4.7	0.3	38.4	-28.9	6	6	6	5	4	4	6	7	5	5	5	6	71.6	73.7	74.7	79.7	82.5	86	77.1	78.1	82	80.8	72.8	71.1	32.74	8.79	8.79	32.74	41.53	58.47	20.57	9.25	9.25	20.57
"S1010"	3635.9	2219.4	130	-0.1	21.5	0.0603	64.9929	1077.1486	0.0603	64.9929	1077.1486	0.0437	39.667	908.3019	11.2227	65	0.0923	0.0923	-0.1	2	4	7.8	12.8	18.1	21.5	20.3	16.6	10.9	4.7	0.3	38.4	-28.9	6	6	6	5	4	4	6	7	5	5	5	6	71.6	73.7	74.7	79.7	82.5	86	77.1	78.1	82	80.8	72.8	71.1	32.74	8.79	8.79	32.74	41.53	58.47	20.57	9.25	9.25	20.57
"S1011"	3635.9	2219.4	130	-0.1	21.5	0.0603	64.9929	1077.1486	0.0603	64.9929	1077.1486	0.0437	39.667	908.3019	11.2227	65	0.0923	0.0923	-0.1	2	4	7.8	12.8	18.1	21.5	20.3	16.6	10.9	4.7	0.3	38.4	-28.9	6	6	6	5	4	4	6	7	5	5	5	6	71.6	73.7	74.7	79.7	82.5	86	77.1	78.1	82	80.8	72.8	71.1	32.74	8.79	8.79	32.74	41.53	58.47	20.57	9.25	9.25	20.57
"S1012"	2234.4	1198.5	187	-4.4	16.4	0.438	397.1241	906.7106	0.4497	397.124	883.0435	0.4272	279.8113	655.0447	207.4021	464	0.1056	0.1013	-4.4	-2.9	-1	3	7.8	12.9	16.4	15.3	11.5	6.3	0.3	-3.9	33.9	-36.4	49	43	48	28	20	17	47	59	38	35	37	43	69.6	71.6	71.1	75.8	78.1	81.9	73.2	74.2	78.3	78.1	70	68.9	20.07	5.37	5.37	20.07	25.44	74.56	15.24	5.88	5.88	15.24
"S1013"	2352.3	1325.6	185	-7.3	17.7	0.5228	381.3922	729.5549	0.5405	380.0695	703.2084	0.5264	308.6072	586.214	109.8629	391	0.0614	0.0946	-7.3	-4.4	-1.2	3.9	8.9	13.8	17.7	16.9	11	5.7	-1.6	-6.7	35.7	-44.6	24	17	27	31	56	61	37	38	35	23	21	21	43	51.5	60.6	58.8	58.5	63	75.2	71.6	66.1	59.6	41.2	37.7	51.92	1.22	1.22	51.92	53.14	46.86	24.18	3.09	3.09	24.18
"S1014"	2980.9	1819.5	160	-5.7	20.4	0.4176	370.2473	886.5211	0.423	365.405	863.9257	0.3729	278.5251	746.8491	136.6195	389	0.09	0.054	-5.7	-3	1.4	6.3	11.4	16.1	20.4	19.3	14.1	8.1	1.3	-4.6	39.9	-32.9	35	31	35	36	43	38	21	23	28	30	34	35	43.7	54.7	64	66	68.3	75.1	82.2	80.4	78.5	70.7	46.6	41.1	2.66	1.44	1.44	2.66	4.1	95.9	6.63	3.66	3.66	6.63
"S1015"	2832.7	1703.7	165	-6.2	19.8	0.4456	387.5737	869.7542	0.453	381.7985	842.8301	0.4073	294.829	723.9198	151.7048	406	0.0911	0.0542	-6.2	-3.6	0.7	5.7	NA	15.5	19.8	18.7	13.5	7.6	0.8	-5	39.3	-33.7	37	33	37	38	44	39	22	24	29	31	36	36	44.4	55.1	64	65.8	67.8	74.6	81.4	79.8	77.9	70.4	47	41.7	2.66	1.44	1.44	2.66	4.1	95.9	6.63	3.66	3.66	6.63
"S1016"	2629.6	1543.4	173	-6.8	18.9	0.4369	369.5482	845.8647	0.451	366.5377	812.8044	0.4054	279.2791	688.9012	174.3317	435	0.092	0.0575	-6.8	-4.4	-0.2	4.9	10	14.7	18.9	17.9	12.7	6.9	0	-5.7	38.3	-34.9	40	35	40	40	46	40	25	27	32	33	38	39	45.6	55.8	64.1	65.4	67.1	73.8	80.2	78.8	76.9	70	47.5	42.6	2.66	1.44	1.44	2.66	4.1	95.9	6.63	3.66	3.66	6.63
"S1017"	2098	1110.5	195	-6.5	16.2	0.389	334.5862	860.0184	0.4138	334.2236	807.7656	0.3881	240.1936	618.8418	134.1005	335	0.0776	0.1075	-6.5	-4.4	-1.9	2.5	7.5	12.4	16.2	15.1	10.5	5.3	-1.1	-5.9	34.1	-36.9	26	24	29	22	23	17	36	47	33	26	25	27	64.2	68.2	67.4	71.7	73.9	79.5	74	74.6	77.4	75.8	65.4	63.5	13.34	4.44	4.44	13.34	17.78	82.22	14.92	6.49	6.49	14.92
"S1018"	2144.4	1149	194	-6.3	16.5	0.4433	377.5098	851.5267	0.4654	373.8575	803.3133	0.4352	269.8683	620.0635	161.9713	385	0.0805	0.0935	-6.3	-4.3	-1.7	2.7	7.7	12.7	16.5	15.3	10.7	5.4	-1.1	-5.7	33.4	-38.1	31	29	36	30	30	21	36	44	35	30	31	32	61	66.1	65.9	69.8	71.9	78.2	74.3	74.6	76.9	74.5	62.5	60	8.6	3.81	3.81	8.6	12.41	87.59	12.58	6.54	6.54	12.58
"S1019"	3367.1	1987.7	136	-0.3	20.2	0.5618	606.8868	1080.2075	0.5618	606.8868	1080.2075	0.4643	410.2583	883.5524	117.7779	608	0.0938	0.1349	-0.3	1.5	3.4	7.2	11.7	16.7	20.2	18.9	15.5	10.4	4.5	0.3	36.3	-27.2	57	49	61	33	14	15	82	94	52	43	48	60	76.6	76.8	79	83.6	86.1	86.6	74.5	75.7	80.6	81.8	75.8	74.3	45.94	2.63	2.63	45.94	48.57	51.43	10.03	4.14	4.14	10.03
"S1020"	2996.9	1725.8	151	-1.5	19	0.5493	571.7886	1040.9458	0.5493	571.7886	1040.9458	0.4846	396.852	818.952	146.2697	573	0.0855	0.1449	-1.5	0.3	2.4	6.1	10.6	15.5	19	17.7	14.3	9.1	3.4	-0.8	34.4	-28.8	49	42	53	29	15	17	83	96	51	43	42	53	76.5	76.5	78.3	82.8	85.2	85.6	73.5	74.5	79.5	81.2	75.4	74	44.41	2.45	2.45	44.41	46.86	53.14	10.34	3.7	3.7	10.34
"S1021"	3903.8	2266.3	105	2.2	20.1	0.5414	616.691	1139.0149	0.5414	616.691	1139.0149	0.4728	463.397	980.1682	28.316	618	0.0728	0.2071	2.2	3.3	5.4	9.2	13.7	18.7	20.1	18.8	16.3	11.3	6.1	2.7	36	-22	45	38	43	22	12	23	128	117	61	44	33	52	76.1	76.7	79.4	84	86.6	85.8	71.9	73.1	78.1	80.9	76.1	73.6	14.72	6.54	6.54	14.72	21.26	78.74	18.2	8.97	8.97	18.2
"S1022"	1771.8	893.1	215	-10.4	15.1	0.5415	374.2948	691.2385	0.5866	369.5029	629.8918	0.5714	282.1459	493.7475	240.9921	515	0.0932	0.0816	-10.4	-8.1	-4.9	0.1	5.9	10.8	15.1	14.2	9	3.7	-3.7	-9.2	35.3	-46.7	48	34	41	37	54	59	42	42	41	33	41	43	49.7	57	64.5	61.9	60.4	64.8	73.6	72.3	68.2	63.1	46.3	45	39.67	3.13	3.13	39.67	42.8	57.2	21.29	6.72	6.72	21.29
"S1023"	1441.3	643.8	235	-11.4	13.2	0.5459	357.0779	654.1177	0.6008	349.8016	582.1884	0.5902	250.6195	424.62	277.3737	514	0.1031	0.0739	-11.4	-9.5	-6.7	-1.6	4	9	13.2	12.4	7.4	2.4	-4.7	-9.9	34	-45.8	53	39	42	41	49	53	38	39	40	34	41	45	52.3	58.6	64.9	62.1	60.1	64.6	72.3	71.5	67.8	63.4	47.8	47.4	57.14	2.1	2.1	57.14	59.24	40.76	20.21	7.12	7.12	20.21
"S1024"	1598.5	758.7	224	-10.9	14.1	0.5074	345.1986	680.2793	0.5566	340.2732	611.3806	0.5257	244.215	464.5202	255.1009	489	0.1002	0.0695	-10.9	-8.8	-5.8	-0.6	4.9	9.9	14.1	13.2	8.2	3	-4.1	-9.3	35	-44.5	49	37	39	41	49	50	34	35	38	33	40	44	52.7	59	65.3	62.7	60.8	65.8	73	72.5	68.7	63.9	48.6	48.3	42.89	2.94	2.94	42.89	45.83	54.17	19.43	9.5	9.5	19.43
"S1025"	3838.3	2283.2	115	1.1	21.2	0.4031	455.837	1130.9341	0.4031	455.837	1130.9341	0.3377	326.4445	966.5277	37.1528	457	0.0744	0.1554	1.1	2.9	5.1	8.7	13.1	18.2	21.2	19.9	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	44	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1026"	3838.3	2283.2	115	1.1	21.2	0.4031	455.837	1130.9341	0.4031	455.837	1130.9341	0.3377	326.4445	966.5277	37.1528	457	0.0744	0.1554	1.1	2.9	5.1	8.7	13.1	18.2	21.2	19.9	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	44	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1027"	3899.2	2330.5	110	1.2	21.4	0.3992	453.8532	1136.9825	0.3992	453.8532	1136.9825	0.3365	330.2849	981.6465	34.9316	455	0.0747	0.1538	1.2	3	5.3	8.9	13.3	18.3	21.4	20.1	16.9	11.6	5.8	1.8	38.2	-26.9	34	29	40	19	13	14	70	88	44	36	31	37	77.1	77.5	79.6	84.3	86.9	87.6	75.9	76.9	81.2	82.5	76.7	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1028"	3896.2	2327.5	110	1.2	21.4	0.3993	453.8532	1136.5946	0.3993	453.8532	1136.5946	0.3366	330.2849	981.2585	34.9316	455	0.0747	0.1538	1.2	3	5.3	8.9	13.3	18.3	21.4	20	16.9	11.6	5.8	1.8	38.2	-26.9	34	29	40	19	13	14	70	88	44	36	31	37	77.1	77.5	79.6	84.3	86.9	87.6	75.9	76.8	81.2	82.5	76.7	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1029"	3883.9	2316.5	112	1.2	21.3	0.4006	454.8371	1135.3138	0.4006	454.8371	1135.3138	0.3371	328.7639	975.386	34.9982	456	0.0746	0.1535	1.2	3	5.2	8.9	13.2	18.3	21.3	20	16.9	11.5	5.8	1.8	38.1	-27	34	29	40	19	13	14	70	89	44	36	31	37	77	77.5	79.5	84.3	86.9	87.6	75.9	76.8	81.2	82.4	76.7	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1030"	3868.8	2308.3	113	1.1	21.3	0.401	454.8371	1134.1702	0.401	454.8371	1134.1702	0.3368	327.7356	973.2284	36.2993	456	0.0746	0.1535	1.1	2.9	5.2	8.8	13.2	18.3	21.3	20	16.8	11.5	5.7	1.8	38.1	-27	34	29	40	19	13	14	70	89	44	36	31	37	77	77.5	79.5	84.2	86.9	87.6	75.9	76.8	81.2	82.4	76.7	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1031"	3862.7	2305.2	113	1.1	21.3	0.4013	454.8371	1133.3809	0.4013	454.8371	1133.3809	0.337	327.7347	972.5828	36.9493	456	0.0746	0.1535	1.1	2.9	5.2	8.8	13.2	18.2	21.3	20	16.8	11.5	5.7	1.7	38.1	-27.1	34	29	40	19	13	14	70	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.9	76.8	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1032"	3856.6	2299.1	113	1.1	21.3	0.4016	454.8371	1132.502	0.4016	454.8371	1132.502	0.3373	327.7347	971.704	36.9493	456	0.0746	0.1535	1.1	2.9	NA	8.8	13.1	18.2	21.3	19.9	16.8	11.5	5.7	1.7	38	-27.1	34	29	40	19	13	14	70	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1033"	3850.5	2294.3	114	1.1	21.2	0.4018	454.8371	1131.931	0.4018	454.8371	1131.931	0.337	326.4709	968.8387	37.0331	456	0.0746	0.1535	1.1	2.9	5.1	8.8	13.1	18.2	21.2	19.9	16.8	11.5	5.7	1.7	38	-27.1	34	29	40	19	13	14	70	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1034"	3847.4	2291.3	114	1.1	21.2	0.4028	455.8371	1131.7207	0.4028	455.8371	1131.7207	0.3381	327.4708	968.6284	37.0331	457	0.0744	0.1554	1.1	2.9	5.1	8.8	13.1	18.2	21.2	19.9	16.8	11.4	5.7	1.7	38	-27.1	34	29	40	19	13	14	71	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1035"	3847.4	2291.3	114	1.1	21.2	0.4028	455.8371	1131.7207	0.4028	455.8371	1131.7207	0.3381	327.4708	968.6284	37.0331	457	0.0744	0.1554	1.1	2.9	5.1	8.8	13.1	18.2	21.2	19.9	16.8	11.4	5.7	1.7	38	-27.1	34	29	40	19	13	14	71	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1036"	3847.4	2291.3	114	1.1	21.2	0.4028	455.8371	1131.7207	0.4028	455.8371	1131.7207	0.3381	327.4708	968.6284	37.0331	457	0.0744	0.1554	1.1	2.9	5.1	8.8	13.1	18.2	21.2	19.9	16.8	11.4	5.7	1.7	38	-27.1	34	29	40	19	13	14	71	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1037"	3841.3	2285.2	114	1.1	21.2	0.403	455.837	1131.1329	0.403	455.837	1131.1329	0.3383	327.4707	968.0408	37.0331	457	0.0744	0.1554	1.1	2.9	5.1	NA	13.1	18.2	21.2	19.9	16.7	11.4	5.7	1.7	38	-27.2	34	29	40	19	13	14	71	89	44	36	31	37	77	77.5	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1038"	3838.3	2283.2	115	1.1	21.2	0.4031	455.837	1130.9341	0.4031	455.837	1130.9341	0.3377	326.4445	966.5277	37.1528	457	0.0744	0.1554	1.1	2.9	5.1	8.7	13.1	18.2	21.2	NA	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	44	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1039"	3838.3	2283.2	115	1.1	21.2	0.4031	455.837	1130.9341	0.4031	455.837	1130.9341	0.3377	326.4445	966.5277	37.1528	457	0.0744	0.1554	1.1	2.9	5.1	8.7	13.1	18.2	21.2	19.9	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	44	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1040"	3826.3	2277.1	115	1	21.2	0.4043	456.8538	1129.9777	0.4043	456.8538	1129.9777	0.339	327.4617	965.8994	38.3569	458	0.0742	0.155	1	2.8	5.1	8.7	13.1	18.1	21.2	19.8	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1041"	3826.3	2277.1	115	1	21.2	0.4043	456.8538	1129.9777	0.4043	456.8538	1129.9777	0.339	327.4617	965.8994	38.3569	458	0.0742	0.155	1	2.8	5.1	8.7	13.1	18.1	21.2	19.8	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1042"	3826.3	2277.1	115	1	21.2	0.4043	456.8538	1129.9777	0.4043	456.8538	1129.9777	0.339	327.4617	965.8994	38.3569	458	0.0742	0.155	1	2.8	5.1	8.7	NA	18.1	21.2	19.8	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1043"	3826.3	2277.1	115	1	21.2	0.4043	456.8538	1129.9777	0.4043	456.8538	1129.9777	0.339	327.4617	965.8994	38.3569	458	0.0742	0.155	1	2.8	5.1	8.7	13.1	18.1	21.2	19.8	16.7	11.4	5.6	1.7	38	-27.2	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.5	84.2	86.8	87.5	75.8	76.7	81.1	82.4	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1044"	3823.2	2277.1	115	1	21.2	0.4044	456.8538	1129.5931	0.4044	456.8538	1129.5931	0.3391	327.4615	965.6498	39.0162	458	0.0742	0.155	1	2.8	5.1	8.7	13.1	18.1	21.2	19.8	16.7	11.4	5.6	1.6	38	-27.2	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.5	84.2	86.8	87.4	75.8	76.7	81	82.3	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1045"	3823.2	2277.1	115	1	21.2	0.4044	456.8538	1129.5931	0.4044	456.8538	1129.5931	0.3391	327.4615	965.6498	39.0162	458	0.0742	0.155	1	2.8	5.1	8.7	13.1	18.1	21.2	19.8	16.7	11.4	5.6	1.6	38	-27.2	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.5	84.2	86.8	87.4	75.8	76.7	81	82.3	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1046"	3820.1	2274	115	1	21.1	0.4046	456.8538	1129.0278	0.4046	456.8538	1129.0278	0.3393	327.4618	965.1061	39.0162	458	0.0742	0.155	1	2.8	5.1	8.7	13.1	18.1	21.1	19.8	16.7	11.4	5.6	1.6	38	-27.3	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.4	84.2	86.7	87.4	75.8	76.6	81	82.3	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1047"	3817	2270.9	115	1	21.1	0.4048	456.8538	1128.4915	0.4048	456.8538	1128.4915	0.3395	327.4618	964.5698	39.0162	458	0.0742	0.155	1	2.8	5.1	8.7	13	18.1	21.1	19.8	16.7	11.4	5.6	1.6	37.9	-27.3	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.4	84.1	86.7	87.4	75.7	76.6	81	82.3	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1048"	3814	2269.4	117	1	21.1	0.4049	456.8538	1128.2275	0.4049	456.8538	1128.2275	0.3386	324.9075	959.5628	39.115	458	0.0742	0.155	1	2.8	5	8.7	13	18.1	21.1	19.8	16.7	11.4	5.6	1.6	37.9	-27.3	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.4	84.1	86.7	87.4	75.7	76.6	81	82.3	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1049"	3814	2269.4	117	1	21.1	0.4049	456.8538	1128.2275	0.4049	456.8538	1128.2275	0.3386	324.9075	959.5628	39.115	458	0.0742	0.155	1	2.8	5	8.7	13	18.1	21.1	19.8	16.7	11.4	5.6	1.6	37.9	-27.3	34	29	40	19	13	14	71	89	45	36	31	37	77	77.4	79.4	84.1	86.7	87.4	75.7	76.6	81	82.3	76.6	74.8	52.18	2.49	2.49	52.18	54.67	45.33	9.46	4.15	4.15	9.46
"S1050"	3722.1	2343.6	127	-1.7	22.2	0.2296	252.5769	1099.9073	0.2296	252.5769	1099.9073	0.2031	189.8746	934.7192	34.9797	253	0.0553	0.1621	-1.7	NA	4.7	8.9	13.5	18.9	22.2	20.9	16.9	10.7	4.3	-1	37.5	-30.3	14	14	15	11	11	9	41	49	32	26	16	15	74.5	74.9	76.2	81.1	84.1	85.7	75.2	75.7	79.8	80.9	74.4	72.8	0	0	0	0	0	100	0	0	0	0
"S1051"	3722.1	2343.6	127	-1.7	22.2	0.2296	252.5769	1099.9073	0.2296	252.5769	1099.9073	0.2031	189.8746	934.7192	34.9797	253	0.0553	0.1621	-1.7	1.5	4.7	8.9	13.5	18.9	22.2	20.9	16.9	10.7	4.3	-1	37.5	-30.3	14	14	15	11	11	9	41	49	32	26	16	15	74.5	74.9	76.2	81.1	84.1	85.7	75.2	75.7	79.8	80.9	74.4	72.8	0	0	0	0	0	100	0	0	0	0
"S1052"	3722.1	2343.6	127	-1.7	22.2	0.2296	252.5769	1099.9073	0.2296	252.5769	1099.9073	0.2031	189.8746	934.7192	34.9797	253	0.0553	0.1621	-1.7	1.5	4.7	8.9	13.5	18.9	22.2	20.9	16.9	10.7	4.3	-1	37.5	-30.3	14	14	15	11	11	9	41	49	32	26	16	15	74.5	74.9	76.2	81.1	84.1	85.7	75.2	75.7	79.8	80.9	74.4	72.8	0	0	0	0	0	100	0	0	0	0
"S1053"	3722.1	2343.6	127	-1.7	22.2	0.2296	252.5769	1099.9073	0.2296	252.5769	1099.9073	0.2031	189.8746	934.7192	34.9797	253	0.0553	0.1621	-1.7	1.5	4.7	8.9	13.5	18.9	22.2	20.9	16.9	10.7	4.3	-1	37.5	-30.3	14	14	15	11	11	9	41	49	32	26	16	15	74.5	74.9	76.2	81.1	84.1	85.7	75.2	75.7	79.8	80.9	74.4	72.8	0	0	0	0	0	100	0	0	0	0
"S1054"	3722.1	2343.6	127	-1.7	22.2	0.2296	252.5769	1099.9073	0.2296	252.5769	1099.9073	0.2031	189.8746	934.7192	34.9797	253	0.0553	0.1621	-1.7	1.5	4.7	8.9	13.5	18.9	22.2	20.9	16.9	10.7	4.3	-1	37.5	-30.3	14	14	15	11	11	9	41	49	32	26	16	15	74.5	74.9	76.2	81.1	84.1	85.7	75.2	75.7	79.8	80.9	74.4	72.8	0	0	0	0	0	100	0	0	0	0
"S1055"	1520.8	693.1	229	-9.8	13.6	0.4747	324.4236	683.3663	0.5244	318.7986	607.9095	0.4932	221.5811	449.2535	216.1331	424	0.0943	0.0731	-9.8	-8.4	-5.9	-0.6	4.8	9.7	13.6	12.5	7.5	2.6	-4.2	-8.9	32.4	-46	40	30	33	37	45	43	31	32	35	28	34	36	56.6	61.7	65.8	63.1	60.9	65.9	71.3	71.2	68.5	65.1	51.3	51.8	30.76	2.83	2.83	30.76	33.59	66.41	20.17	4.39	4.39	20.17
"S1056"	4278.9	2587	87	2.6	22	0.398	468.8967	1178.2579	0.398	468.8967	1178.2579	0.3444	363.6649	1055.8877	13.9884	470	0.0766	0.1617	2.6	4.1	6.4	10	14.4	19.5	22	20.7	17.8	12.6	6.9	3.1	38.8	-24.7	36	31	40	17	11	16	76	89	46	36	30	42	77.3	77.9	80.3	85	87.6	88	76.1	77	81.2	82.6	77.2	75.1	24.58	6.48	6.48	24.58	31.06	68.94	18.35	7.13	7.13	18.35
"S1057"	4148	2483.6	94	2.3	21.6	0.4067	473.8281	1165.0742	0.4067	473.8281	1165.0742	0.3512	362.3494	1031.7301	18.7399	475	0.0758	0.1642	2.3	3.8	6.1	9.7	14	19.1	21.6	20.3	17.4	12.2	6.5	2.8	38.4	-25.4	36	30	40	17	11	17	78	91	47	37	30	41	77.2	77.8	80.1	84.7	87.3	87.7	75.8	76.6	80.8	82.4	77	75	24.58	6.48	6.48	24.58	31.06	68.94	18.35	7.13	7.13	18.35
"S1058"	4148	2483.6	94	2.3	21.6	0.4067	473.8281	1165.0742	0.4067	473.8281	1165.0742	0.3512	362.3494	1031.7301	18.7399	475	0.0758	0.1642	2.3	3.8	6.1	9.7	14	19.1	21.6	20.3	17.4	12.2	6.5	2.8	38.4	-25.4	36	30	40	17	11	17	78	91	47	37	30	41	77.2	77.8	80.1	84.7	87.3	87.7	75.8	76.6	80.8	82.4	77	75	24.58	6.48	6.48	24.58	31.06	68.94	18.35	7.13	7.13	18.35
