Year,Month,DecDate,TempAnom
1956,4,1956.291667,-0.22
1956,5,1956.375,-0.24
1956,6,1956.458333,-0.15
1956,7,1956.541667,-0.09
1956,8,1956.625,-0.26
1956,9,1956.708333,-0.15
1956,10,1956.791667,-0.22
1956,11,1956.875,-0.17
1956,12,1956.958333,-0.08
1957,1,1957.041667,-0.07
1957,2,1957.125,0.02
1957,3,1957.208333,0.01
1957,4,1957.291667,0.09
1957,5,1957.375,0.11
1957,6,1957.458333,0.19
1957,7,1957.541667,0.04
1957,8,1957.625,0.16
1957,9,1957.708333,0.08
1957,10,1957.791667,0.04
1957,11,1957.875,0.14
1957,12,1957.958333,0.16
1958,1,1958.041667,0.42
1958,2,1958.125,0.24
1958,3,1958.208333,0.15
1958,4,1958.291667,0.04
1958,5,1958.375,0.07
1958,6,1958.458333,-0.08
1958,7,1958.541667,0.08
1958,8,1958.625,-0.02
1958,9,1958.708333,-0.03
1958,10,1958.791667,0.05
1958,11,1958.875,0.05
1958,12,1958.958333,0.05
1959,1,1959.041667,0.11
1959,2,1959.125,0.11
1959,3,1959.208333,0.22
1959,4,1959.291667,0.18
1959,5,1959.375,0.1
1959,6,1959.458333,0.07
1959,7,1959.541667,0.07
1959,8,1959.625,0.01
1959,9,1959.708333,-0.08
1959,10,1959.791667,-0.04
1959,11,1959.875,-0.08
1959,12,1959.958333,0.04
1960,1,1960.041667,0.01
1960,2,1960.125,0.19
1960,3,1960.208333,-0.31
1960,4,1960.291667,-0.13
1960,5,1960.375,-0.05
1960,6,1960.458333,-0.03
1960,7,1960.541667,-0.01
1960,8,1960.625,0.06
1960,9,1960.708333,0.05
1960,10,1960.791667,0.05
1960,11,1960.875,-0.09
1960,12,1960.958333,0.2
1961,1,1961.041667,0.05
1961,2,1961.125,0.21
1961,3,1961.208333,0.1
1961,4,1961.291667,0.12
1961,5,1961.375,0.21
1961,6,1961.458333,0.13
1961,7,1961.541667,0.01
1961,8,1961.625,0.03
1961,9,1961.708333,0.08
1961,10,1961.791667,0.06
1961,11,1961.875,0.06
1961,12,1961.958333,-0.15
1962,1,1962.041667,0.06
1962,2,1962.125,0.18
1962,3,1962.208333,0.12
1962,4,1962.291667,0.11
1962,5,1962.375,-0.1
1962,6,1962.458333,0.09
1962,7,1962.541667,-0.03
1962,8,1962.625,-0.05
1962,9,1962.708333,0.03
1962,10,1962.791667,0.01
1962,11,1962.875,0.08
1962,12,1962.958333,0
1963,1,1963.041667,0.02
1963,2,1963.125,0.2
1963,3,1963.208333,-0.13
1963,4,1963.291667,-0.08
1963,5,1963.375,-0.03
1963,6,1963.458333,0.06
1963,7,1963.541667,0.14
1963,8,1963.625,0.26
1963,9,1963.708333,0.23
1963,10,1963.791667,0.09
1963,11,1963.875,0.14
1963,12,1963.958333,0.03
1964,1,1964.041667,-0.04
1964,2,1964.125,-0.09
1964,3,1964.208333,-0.26
1964,4,1964.291667,-0.33
1964,5,1964.375,-0.27
1964,6,1964.458333,-0.04
1964,7,1964.541667,-0.05
1964,8,1964.625,-0.24
1964,9,1964.708333,-0.37
1964,10,1964.791667,-0.3
1964,11,1964.875,-0.2
1964,12,1964.958333,-0.29
1965,1,1965.041667,-0.1
1965,2,1965.125,-0.18
1965,3,1965.208333,-0.1
1965,4,1965.291667,-0.19
1965,5,1965.375,-0.06
1965,6,1965.458333,-0.11
1965,7,1965.541667,-0.21
1965,8,1965.625,-0.06
1965,9,1965.708333,-0.17
1965,10,1965.791667,-0.07
1965,11,1965.875,-0.08
1965,12,1965.958333,-0.06
1966,1,1966.041667,-0.17
1966,2,1966.125,-0.01
1966,3,1966.208333,0.09
1966,4,1966.291667,-0.11
1966,5,1966.375,-0.06
1966,6,1966.458333,-0.02
1966,7,1966.541667,0.11
1966,8,1966.625,-0.05
1966,9,1966.708333,0.01
1966,10,1966.791667,-0.15
1966,11,1966.875,0
1966,12,1966.958333,-0.03
1967,1,1967.041667,-0.07
1967,2,1967.125,-0.24
1967,3,1967.208333,0.07
1967,4,1967.291667,-0.03
1967,5,1967.375,0.12
1967,6,1967.458333,-0.06
1967,7,1967.541667,0.06
1967,8,1967.625,0
1967,9,1967.708333,0
1967,10,1967.791667,0.11
1967,11,1967.875,-0.01
1967,12,1967.958333,-0.01
1968,1,1968.041667,-0.22
1968,2,1968.125,-0.14
1968,3,1968.208333,0.26
1968,4,1968.291667,-0.04
1968,5,1968.375,-0.1
1968,6,1968.458333,-0.01
1968,7,1968.541667,-0.08
1968,8,1968.625,-0.05
1968,9,1968.708333,-0.14
1968,10,1968.791667,0.13
1968,11,1968.875,-0.02
1968,12,1968.958333,-0.12
1969,1,1969.041667,-0.06
1969,2,1969.125,-0.09
1969,3,1969.208333,-0.02
1969,4,1969.291667,0.19
1969,5,1969.375,0.13
1969,6,1969.458333,0.13
1969,7,1969.541667,-0.03
1969,8,1969.625,0
1969,9,1969.708333,0.08
1969,10,1969.791667,0.14
1969,11,1969.875,0.16
1969,12,1969.958333,0.31
1970,1,1970.041667,0.1
1970,2,1970.125,0.23
1970,3,1970.208333,0.09
1970,4,1970.291667,0.04
1970,5,1970.375,-0.05
1970,6,1970.458333,-0.02
1970,7,1970.541667,-0.02
1970,8,1970.625,-0.13
1970,9,1970.708333,0.12
1970,10,1970.791667,0.03
1970,11,1970.875,0.03
1970,12,1970.958333,-0.12
1971,1,1971.041667,-0.02
1971,2,1971.125,-0.2
1971,3,1971.208333,-0.22
1971,4,1971.291667,-0.11
1971,5,1971.375,-0.11
1971,6,1971.458333,-0.21
1971,7,1971.541667,-0.12
1971,8,1971.625,-0.04
1971,9,1971.708333,-0.02
1971,10,1971.791667,-0.04
1971,11,1971.875,-0.08
1971,12,1971.958333,-0.12
1972,1,1972.041667,-0.26
1972,2,1972.125,-0.21
1972,3,1972.208333,-0.04
1972,4,1972.291667,-0.02
1972,5,1972.375,-0.03
1972,6,1972.458333,0.05
1972,7,1972.541667,-0.01
1972,8,1972.625,0.2
1972,9,1972.708333,0.04
1972,10,1972.791667,0.04
1972,11,1972.875,-0.02
1972,12,1972.958333,0.18
1973,1,1973.041667,0.24
1973,2,1973.125,0.28
1973,3,1973.208333,0.25
1973,4,1973.291667,0.24
1973,5,1973.375,0.23
1973,6,1973.458333,0.16
1973,7,1973.541667,0.09
1973,8,1973.625,0.01
1973,9,1973.708333,0.07
1973,10,1973.791667,0.12
1973,11,1973.875,0.04
1973,12,1973.958333,-0.08
1974,1,1974.041667,-0.14
1974,2,1974.125,-0.27
1974,3,1974.208333,-0.06
1974,4,1974.291667,-0.13
1974,5,1974.375,-0.04
1974,6,1974.458333,-0.05
1974,7,1974.541667,-0.03
1974,8,1974.625,0.1
1974,9,1974.708333,-0.09
1974,10,1974.791667,-0.07
1974,11,1974.875,-0.11
1974,12,1974.958333,-0.11
1975,1,1975.041667,0.02
1975,2,1975.125,0.01
1975,3,1975.208333,0.11
1975,4,1975.291667,-0.03
1975,5,1975.375,0.18
1975,6,1975.458333,-0.02
1975,7,1975.541667,-0.03
1975,8,1975.625,-0.22
1975,9,1975.708333,-0.06
1975,10,1975.791667,-0.1
1975,11,1975.875,-0.16
1975,12,1975.958333,-0.21
1976,1,1976.041667,-0.08
1976,2,1976.125,-0.11
1976,3,1976.208333,-0.27
1976,4,1976.291667,-0.15
1976,5,1976.375,-0.29
1976,6,1976.458333,-0.15
1976,7,1976.541667,-0.12
1976,8,1976.625,-0.19
1976,9,1976.708333,-0.1
1976,10,1976.791667,-0.28
1976,11,1976.875,-0.11
1976,12,1976.958333,0.01
1977,1,1977.041667,0.11
1977,2,1977.125,0.15
1977,3,1977.208333,0.16
1977,4,1977.291667,0.2
1977,5,1977.375,0.29
1977,6,1977.458333,0.23
1977,7,1977.541667,0.2
1977,8,1977.625,0.17
1977,9,1977.708333,-0.04
1977,10,1977.791667,-0.03
1977,11,1977.875,0.14
1977,12,1977.958333,0.03
1978,1,1978.041667,0.05
1978,2,1978.125,0.09
1978,3,1978.208333,0.14
1978,4,1978.291667,0.1
1978,5,1978.375,0.04
1978,6,1978.458333,-0.05
1978,7,1978.541667,0.09
1978,8,1978.625,-0.18
1978,9,1978.708333,0.09
1978,10,1978.791667,-0.01
1978,11,1978.875,0.08
1978,12,1978.958333,0.01
1979,1,1979.041667,0.07
1979,2,1979.125,-0.17
1979,3,1979.208333,0.1
1979,4,1979.291667,0.11
1979,5,1979.375,-0.03
1979,6,1979.458333,0.06
1979,7,1979.541667,-0.05
1979,8,1979.625,0.1
1979,9,1979.708333,0.2
1979,10,1979.791667,0.19
1979,11,1979.875,0.2
1979,12,1979.958333,0.4
1980,1,1980.041667,0.22
1980,2,1980.125,0.3
1980,3,1980.208333,0.24
1980,4,1980.291667,0.27
1980,5,1980.375,0.29
1980,6,1980.458333,0.11
1980,7,1980.541667,0.22
1980,8,1980.625,0.18
1980,9,1980.708333,0.14
1980,10,1980.791667,0.1
1980,11,1980.875,0.22
1980,12,1980.958333,0.1
1981,1,1981.041667,0.49
1981,2,1981.125,0.37
1981,3,1981.208333,0.44
1981,4,1981.291667,0.24
1981,5,1981.375,0.16
1981,6,1981.458333,0.22
1981,7,1981.541667,0.29
1981,8,1981.625,0.32
1981,9,1981.708333,0.12
1981,10,1981.791667,0.06
1981,11,1981.875,0.18
1981,12,1981.958333,0.29
1982,1,1982.041667,0.01
1982,2,1982.125,0.09
1982,3,1982.208333,-0.1
1982,4,1982.291667,-0.01
1982,5,1982.375,0.12
1982,6,1982.458333,0.01
1982,7,1982.541667,0.12
1982,8,1982.625,-0.03
1982,9,1982.708333,0.02
1982,10,1982.791667,0.03
1982,11,1982.875,0.04
1982,12,1982.958333,0.36
1983,1,1983.041667,0.47
1983,2,1983.125,0.36
1983,3,1983.208333,0.37
1983,4,1983.291667,0.27
1983,5,1983.375,0.31
1983,6,1983.458333,0.16
1983,7,1983.541667,0.11
1983,8,1983.625,0.29
1983,9,1983.708333,0.36
1983,10,1983.791667,0.1
1983,11,1983.875,0.22
1983,12,1983.958333,0.11
1984,1,1984.041667,0.23
1984,2,1984.125,0.09
1984,3,1984.208333,0.24
1984,4,1984.291667,0.04
1984,5,1984.375,0.3
1984,6,1984.458333,-0.01
1984,7,1984.541667,0.12
1984,8,1984.625,0.11
1984,9,1984.708333,0.17
1984,10,1984.791667,0.04
1984,11,1984.875,-0.05
1984,12,1984.958333,-0.14
1985,1,1985.041667,0.16
1985,2,1985.125,-0.12
1985,3,1985.208333,0.11
1985,4,1985.291667,0.04
1985,5,1985.375,0.06
1985,6,1985.458333,0.13
1985,7,1985.541667,-0.05
1985,8,1985.625,0.1
1985,9,1985.708333,0.06
1985,10,1985.791667,0.05
1985,11,1985.875,0.01
1985,12,1985.958333,0.09
1986,1,1986.041667,0.22
1986,2,1986.125,0.37
1986,3,1986.208333,0.25
1986,4,1986.291667,0.19
1986,5,1986.375,0.17
1986,6,1986.458333,0.06
1986,7,1986.541667,0.06
1986,8,1986.625,0.07
1986,9,1986.708333,-0.01
1986,10,1986.791667,0.06
1986,11,1986.875,0.02
1986,12,1986.958333,0.07
1987,1,1987.041667,0.27
1987,2,1987.125,0.39
1987,3,1987.208333,0.12
1987,4,1987.291667,0.18
1987,5,1987.375,0.17
1987,6,1987.458333,0.33
1987,7,1987.541667,0.41
1987,8,1987.625,0.19
1987,9,1987.708333,0.31
1987,10,1987.791667,0.28
1987,11,1987.875,0.22
1987,12,1987.958333,0.45
1988,1,1988.041667,0.53
1988,2,1988.125,0.37
1988,3,1988.208333,0.47
1988,4,1988.291667,0.36
1988,5,1988.375,0.39
1988,6,1988.458333,0.4
1988,7,1988.541667,0.27
1988,8,1988.625,0.32
1988,9,1988.708333,0.32
1988,10,1988.791667,0.3
1988,11,1988.875,0
1988,12,1988.958333,0.22
1989,1,1989.041667,0.06
1989,2,1989.125,0.29
1989,3,1989.208333,0.29
1989,4,1989.291667,0.19
1989,5,1989.375,0.07
1989,6,1989.458333,0.07
1989,7,1989.541667,0.3
1989,8,1989.625,0.26
1989,9,1989.708333,0.32
1989,10,1989.791667,0.27
1989,11,1989.875,0.09
1989,12,1989.958333,0.3
1990,1,1990.041667,0.31
1990,2,1990.125,0.3
1990,3,1990.208333,0.68
1990,4,1990.291667,0.46
1990,5,1990.375,0.37
1990,6,1990.458333,0.28
1990,7,1990.541667,0.43
1990,8,1990.625,0.24
1990,9,1990.708333,0.17
1990,10,1990.791667,0.38
1990,11,1990.875,0.37
1990,12,1990.958333,0.35
1991,1,1991.041667,0.34
1991,2,1991.125,0.45
1991,3,1991.208333,0.29
1991,4,1991.291667,0.44
1991,5,1991.375,0.31
1991,6,1991.458333,0.49
1991,7,1991.541667,0.48
1991,8,1991.625,0.38
1991,9,1991.708333,0.39
1991,10,1991.791667,0.2
1991,11,1991.875,0.19
1991,12,1991.958333,0.24
1992,1,1992.041667,0.38
1992,2,1992.125,0.33
1992,3,1992.208333,0.38
1992,4,1992.291667,0.15
1992,5,1992.375,0.23
1992,6,1992.458333,0.16
1992,7,1992.541667,0.01
1992,8,1992.625,0
1992,9,1992.708333,-0.12
1992,10,1992.791667,-0.05
1992,11,1992.875,-0.08
1992,12,1992.958333,0.1
1993,1,1993.041667,0.27
1993,2,1993.125,0.28
1993,3,1993.208333,0.28
1993,4,1993.291667,0.16
1993,5,1993.375,0.16
1993,6,1993.458333,0.09
1993,7,1993.541667,0.13
1993,8,1993.625,0.02
1993,9,1993.708333,-0.01
1993,10,1993.791667,0.13
1993,11,1993.875,-0.01
1993,12,1993.958333,0.12
1994,1,1994.041667,0.22
1994,2,1994.125,-0.07
1994,3,1994.208333,0.19
1994,4,1994.291667,0.3
1994,5,1994.375,0.16
1994,6,1994.458333,0.34
1994,7,1994.541667,0.22
1994,8,1994.625,0.15
1994,9,1994.708333,0.31
1994,10,1994.791667,0.35
1994,11,1994.875,0.4
1994,12,1994.958333,0.28
1995,1,1995.041667,0.43
1995,2,1995.125,0.71
1995,3,1995.208333,0.41
1995,4,1995.291667,0.41
1995,5,1995.375,0.2
1995,6,1995.458333,0.36
1995,7,1995.541667,0.48
1995,8,1995.625,0.38
1995,9,1995.708333,0.23
1995,10,1995.791667,0.43
1995,11,1995.875,0.37
1995,12,1995.958333,0.24
1996,1,1996.041667,0.23
1996,2,1996.125,0.47
1996,3,1996.208333,0.31
1996,4,1996.291667,0.26
1996,5,1996.375,0.2
1996,6,1996.458333,0.18
1996,7,1996.541667,0.35
1996,8,1996.625,0.47
1996,9,1996.708333,0.24
1996,10,1996.791667,0.15
1996,11,1996.875,0.34
1996,12,1996.958333,0.33
1997,1,1997.041667,0.26
1997,2,1997.125,0.32
1997,3,1997.208333,0.48
1997,4,1997.291667,0.32
1997,5,1997.375,0.31
1997,6,1997.458333,0.52
1997,7,1997.541667,0.28
1997,8,1997.625,0.34
1997,9,1997.708333,0.43
1997,10,1997.791667,0.52
1997,11,1997.875,0.58
1997,12,1997.958333,0.56
1998,1,1998.041667,0.55
1998,2,1998.125,0.83
1998,3,1998.208333,0.59
1998,4,1998.291667,0.56
1998,5,1998.375,0.66
1998,6,1998.458333,0.71
1998,7,1998.541667,0.65
1998,8,1998.625,0.63
1998,9,1998.708333,0.42
1998,10,1998.791667,0.4
1998,11,1998.875,0.44
1998,12,1998.958333,0.51
1999,1,1999.041667,0.42
1999,2,1999.125,0.6
1999,3,1999.208333,0.27
1999,4,1999.291667,0.25
1999,5,1999.375,0.21
1999,6,1999.458333,0.34
1999,7,1999.541667,0.3
1999,8,1999.625,0.28
1999,9,1999.708333,0.3
1999,10,1999.791667,0.32
1999,11,1999.875,0.29
1999,12,1999.958333,0.34
2000,1,2000.041667,0.17
2000,2,2000.125,0.53
2000,3,2000.208333,0.5
2000,4,2000.291667,0.53
2000,5,2000.375,0.3
2000,6,2000.458333,0.37
2000,7,2000.541667,0.36
2000,8,2000.625,0.39
2000,9,2000.708333,0.35
2000,10,2000.791667,0.19
2000,11,2000.875,0.28
2000,12,2000.958333,0.24
2001,1,2001.041667,0.38
2001,2,2001.125,0.4
2001,3,2001.208333,0.54
2001,4,2001.291667,0.42
2001,5,2001.375,0.52
2001,6,2001.458333,0.44
2001,7,2001.541667,0.52
2001,8,2001.625,0.46
2001,9,2001.708333,0.49
2001,10,2001.791667,0.46
2001,11,2001.875,0.65
2001,12,2001.958333,0.51
2002,1,2002.041667,0.7
2002,2,2002.125,0.69
2002,3,2002.208333,0.88
2002,4,2002.291667,0.55
2002,5,2002.375,0.56
2002,6,2002.458333,0.47
2002,7,2002.541667,0.56
2002,8,2002.625,0.45
2002,9,2002.708333,0.52
2002,10,2002.791667,0.5
2002,11,2002.875,0.5
2002,12,2002.958333,0.37
2003,1,2003.041667,0.67
2003,2,2003.125,0.5
2003,3,2003.208333,0.52
2003,4,2003.291667,0.48
2003,5,2003.375,0.52
2003,6,2003.458333,0.41
2003,7,2003.541667,0.48
2003,8,2003.625,0.63
2003,9,2003.708333,0.6
2003,10,2003.791667,0.67
2003,11,2003.875,0.49
2003,12,2003.958333,0.68
2004,1,2004.041667,0.53
2004,2,2004.125,0.66
2004,3,2004.208333,0.58
2004,4,2004.291667,0.52
2004,5,2004.375,0.35
2004,6,2004.458333,0.34
2004,7,2004.541667,0.19
2004,8,2004.625,0.42
2004,9,2004.708333,0.47
2004,10,2004.791667,0.6
2004,11,2004.875,0.66
2004,12,2004.958333,0.46
2005,1,2005.041667,0.69
2005,2,2005.125,0.55
2005,3,2005.208333,0.67
2005,4,2005.291667,0.62
2005,5,2005.375,0.55
2005,6,2005.458333,0.57
2005,7,2005.541667,0.54
2005,8,2005.625,0.57
2005,9,2005.708333,0.66
2005,10,2005.791667,0.72
2005,11,2005.875,0.64
2005,12,2005.958333,0.63
2006,1,2006.041667,0.47
2006,2,2006.125,0.63
2006,3,2006.208333,0.58
2006,4,2006.291667,0.44
2006,5,2006.375,0.41
2006,6,2006.458333,0.54
2006,7,2006.541667,0.42
2006,8,2006.625,0.63
2006,9,2006.708333,0.54
2006,10,2006.791667,0.6
2006,11,2006.875,0.65
2006,12,2006.958333,0.72
2007,1,2007.041667,0.88
2007,2,2007.125,0.63
2007,3,2007.208333,0.64
2007,4,2007.291667,0.67
2007,5,2007.375,0.61
2007,6,2007.458333,0.53
2007,7,2007.541667,0.55
2007,8,2007.625,0.55
2007,9,2007.708333,0.51
2007,10,2007.791667,0.54
2007,11,2007.875,0.48
2007,12,2007.958333,0.39
2008,1,2008.041667,0.15
2008,2,2008.125,0.25
2008,3,2008.208333,0.64
2008,4,2008.291667,0.43
2008,5,2008.375,0.4
2008,6,2008.458333,0.34
2008,7,2008.541667,0.53
2008,8,2008.625,0.35
2008,9,2008.708333,0.52
2008,10,2008.791667,0.55
2008,11,2008.875,0.57
2008,12,2008.958333,0.48
2009,1,2009.041667,0.54
2009,2,2009.125,0.46
2009,3,2009.208333,0.47
2009,4,2009.291667,0.48
2009,5,2009.375,0.55
2009,6,2009.458333,0.6
2009,7,2009.541667,0.65
2009,8,2009.625,0.55
2009,9,2009.708333,0.64
2009,10,2009.791667,0.6
2009,11,2009.875,0.68
2009,12,2009.958333,0.6
2010,1,2010.041667,0.68
2010,2,2010.125,0.74
2010,3,2010.208333,0.85
2010,4,2010.291667,0.76
2010,5,2010.375,0.65
2010,6,2010.458333,0.55
2010,7,2010.541667,0.49
2010,8,2010.625,0.53
2010,9,2010.708333,0.53
2010,10,2010.791667,0.62
2010,11,2010.875,0.7
2010,12,2010.958333,0.42
2011,1,2011.041667,0.44
2011,2,2011.125,0.42
2011,3,2011.208333,0.56
2011,4,2011.291667,0.55
2011,5,2011.375,0.42
2011,6,2011.458333,0.5
2011,7,2011.541667,0.65
2011,8,2011.625,0.65
2011,9,2011.708333,0.5
2011,10,2011.791667,0.55
2011,11,2011.875,0.47
2011,12,2011.958333,0.44
